drugA,drugB,label
DB04812,DB08918,1
DB09079,DB00543,1
DB01181,DB00477,1
DB00188,DB01100,1
DB13629,DB06700,1
DB00787,DB01018,1
DB00850,DB01121,1
DB01224,DB13989,1
DB00321,DB06756,1
DB00628,DB13967,1
DB00679,DB06737,1
DB00704,DB00728,1
DB01037,DB00238,1
DB00656,DB01323,1
DB00404,DB06458,1
DB00575,DB00715,1
DB09068,DB06372,1
DB01440,DB14185,1
DB00391,DB00829,1
DB00475,DB00402,1
DB00831,DB00499,1
DB01329,DB00458,1
DB01255,DB06168,1
DB13313,DB01623,1
DB00628,DB01067,1
DB00358,DB01623,1
DB14684,DB00321,1
DB00363,DB06774,1
DB00734,DB14213,1
DB00318,DB01623,1
DB00726,DB12174,1
DB00726,DB04828,1
DB14185,DB14055,1
DB01242,DB00817,1
DB08985,DB06216,1
DB00831,DB01242,1
DB04889,DB00623,1
DB00313,DB04076,1
DB11841,DB06216,1
DB00749,DB06016,1
DB00752,DB13437,1
DB01175,DB00446,1
DB00603,DB01151,1
DB09214,DB00628,1
DB00404,DB13665,1
DB01242,DB09174,1
DB00734,DB07780,1
DB00476,DB00414,1
DB00850,DB01544,1
DB09068,DB09000,1
DB00182,DB13592,1
DB00829,DB07954,1
DB01624,DB00422,1
DB00246,DB12752,1
DB01407,DB00363,1
DB01320,DB00422,1
DB00472,DB00359,1
DB01174,DB01202,1
DB08918,DB09195,1
DB00555,DB11672,1
DB06216,DB09307,1
DB00555,DB00918,1
DB08918,DB13874,1
DB00555,DB04833,1
DB00476,DB06803,1
DB00274,DB01149,1
DB00334,DB12923,1
DB00726,DB11541,1
DB00829,DB13636,1
DB13612,DB00363,1
DB00321,DB11555,1
DB05562,DB06684,1
DB00246,DB01621,1
DB00571,DB01267,1
DB05541,DB00476,1
DB01224,DB12141,1
DB00983,DB00176,1
DB00865,DB01151,1
DB08918,DB03203,1
DB00404,DB11921,1
DB01547,DB06216,1
DB01276,DB00502,1
DB13950,DB01267,1
DB09128,DB06727,1
DB01175,DB13524,1
DB01238,DB08950,1
DB00285,DB00422,1
DB13781,DB00831,1
DB03575,DB09128,1
DB01149,DB01618,1
DB01238,DB06446,1
DB09235,DB08918,1
DB00540,DB09216,1
DB06678,DB14185,1
DB01151,DB01191,1
DB12649,DB00831,1
DB01174,DB13234,1
DB01242,DB01069,1
DB00246,DB06370,1
DB01242,DB09071,1
DB00629,DB06684,1
DB06077,DB09023,1
DB00477,DB01168,1
DB00546,DB08918,1
DB08815,DB12537,1
DB00758,DB00344,1
DB06700,DB06796,1
DB00831,DB01189,1
DB00404,DB00715,1
DB00264,DB00656,1
DB01472,DB00285,1
DB00477,DB01219,1
DB00908,DB01175,1
DB01576,DB07637,1
DB12177,DB14509,1
DB01100,DB13401,1
DB00246,DB01440,1
DB09076,DB00679,1
DB08918,DB09023,1
DB04871,DB06700,1
DB04808,DB01224,1
DB00476,DB00033,1
DB00422,DB01089,1
DB00313,DB04948,1
DB06292,DB00715,1
DB00370,DB13448,1
DB08502,DB00321,1
DB00623,DB06678,1
DB11723,DB00363,1
DB04855,DB00433,1
DB13682,DB00477,1
DB01608,DB01151,1
DB00344,DB00474,1
DB11189,DB00715,1
DB06480,DB00285,1
DB00822,DB12141,1
DB14975,DB01104,1
DB00577,DB01068,1
DB00404,DB11145,1
DB06763,DB09128,1
DB00363,DB01356,1
DB09072,DB00543,1
DB06624,DB00182,1
DB06700,DB08957,1
DB00477,DB09223,1
DB08918,DB07348,1
DB08815,DB13875,1
DB05015,DB00334,1
DB00829,DB06414,1
DB00540,DB00284,1
DB00555,DB11397,1
DB00623,DB06701,1
DB00555,DB06756,1
DB09103,DB01242,1
DB00829,DB13377,1
DB00710,DB14185,1
DB00422,DB11720,1
DB13875,DB00422,1
DB09075,DB00715,1
DB12301,DB01174,1
DB13203,DB01174,1
DB00176,DB09320,1
DB09128,DB01087,1
DB09252,DB00715,1
DB00366,DB09128,1
DB00477,DB00983,1
DB11903,DB00472,1
DB06594,DB00472,1
DB01224,DB00197,1
DB01238,DB13666,1
DB01242,DB00619,1
DB00475,DB11868,1
DB01623,DB08864,1
DB01037,DB05812,1
DB00726,DB13953,1
DB14723,DB00555,1
DB01100,DB00699,1
DB00433,DB13720,1
DB00822,DB01075,1
DB00622,DB01576,1
DB00734,DB01255,1
DB00716,DB00934,1
DB11823,DB01576,1
DB06016,DB08951,1
DB13253,DB00715,1
DB00470,DB00472,1
DB01068,DB06684,1
DB14504,DB00543,1
DB00726,DB05819,1
DB00070,DB00370,1
DB01037,DB04885,1
DB06016,DB00782,1
DB00313,DB08872,1
DB04552,DB00628,1
DB00182,DB12833,1
DB00656,DB13273,1
DB00715,DB01247,1
DB00344,DB08892,1
DB00652,DB00475,1
DB00959,DB00363,1
DB00831,DB00939,1
DB09462,DB00334,1
DB00829,DB14529,1
DB06196,DB06700,1
DB00722,DB08918,1
DB00310,DB14509,1
DB09013,DB01149,1
DB01068,DB01559,1
DB00440,DB14185,1
DB09296,DB00285,1
DB00024,DB00850,1
DB09555,DB00215,1
DB05465,DB01267,1
DB00313,DB01035,1
DB09484,DB00458,1
DB00271,DB00555,1
DB13642,DB00176,1
DB00641,DB00176,1
DB01174,DB13352,1
DB00726,DB13841,1
DB00543,DB01618,1
DB01151,DB01173,1
DB08437,DB01156,1
DB00934,DB09075,1
DB00617,DB06077,1
DB00543,DB00921,1
DB00321,DB02010,1
DB00734,DB13507,1
DB00344,DB02638,1
DB01037,DB00387,1
DB08918,DB01357,1
DB13682,DB00490,1
DB06077,DB00537,1
DB11757,DB00850,1
DB00734,DB00740,1
DB06155,DB01623,1
DB01255,DB06819,1
DB09125,DB00490,1
DB00514,DB01174,1
DB00934,DB13378,1
DB09128,DB13064,1
DB00773,DB00176,1
DB09248,DB14509,1
DB01274,DB00215,1
DB00363,DB08950,1
DB01601,DB00502,1
DB05773,DB01174,1
DB01149,DB01281,1
DB01247,DB01488,1
DB00752,DB04876,1
DB00344,DB13692,1
DB01219,DB01149,1
DB00215,DB01196,1
DB01238,DB01250,1
DB00502,DB01241,1
DB00628,DB13662,1
DB00341,DB00176,1
DB09128,DB01429,1
DB00313,DB08861,1
DB00404,DB09301,1
DB13526,DB00704,1
DB01618,DB12576,1
DB00591,DB00934,1
DB00628,DB00383,1
DB05077,DB00313,1
DB00182,DB01113,1
DB00492,DB00476,1
DB11943,DB01224,1
DB01100,DB05232,1
DB00176,DB00402,1
DB00182,DB01978,1
DB00889,DB06684,1
DB12537,DB01175,1
DB00726,DB00356,1
DB00477,DB13803,1
DB00543,DB00938,1
DB00479,DB01242,1
DB00934,DB00318,1
DB01267,DB01041,1
DB01156,DB09184,1
DB00182,DB01407,1
DB06700,DB12783,1
DB01255,DB01227,1
DB00490,DB09262,1
DB00590,DB00476,1
DB01248,DB00313,1
DB01100,DB13623,1
DB01238,DB01038,1
DB00540,DB01215,1
DB01429,DB01037,1
DB01238,DB06636,1
DB06216,DB13783,1
DB01151,DB01588,1
DB09128,DB11686,1
DB00830,DB09128,1
DB13266,DB00829,1
DB01104,DB05271,1
DB00502,DB12163,1
DB08918,DB09073,1
DB06684,DB13196,1
DB00396,DB00215,1
DB01247,DB04917,1
DB14482,DB01238,1
DB12604,DB00476,1
DB06684,DB00765,1
DB08922,DB09128,1
DB01037,DB01323,1
DB00829,DB00842,1
DB08815,DB12015,1
DB00291,DB01151,1
DB00404,DB01190,1
DB13950,DB09128,1
DB01189,DB01618,1
DB00083,DB00628,1
DB01250,DB00404,1
DB00246,DB04888,1
DB01418,DB00433,1
DB00679,DB09292,1
DB00246,DB13341,1
DB01156,DB06700,1
DB00540,DB00690,1
DB01100,DB09262,1
DB13778,DB01267,1
DB00366,DB01156,1
DB01623,DB14568,1
DB01415,DB14509,1
DB06741,DB01174,1
DB00384,DB00734,1
DB00361,DB00476,1
DB00540,DB09241,1
DB11059,DB00458,1
DB01224,DB01090,1
DB14506,DB00246,1
DB00543,DB14060,1
DB00188,DB00472,1
DB01255,DB05829,1
DB01255,DB09078,1
DB06016,DB06119,1
DB00475,DB01215,1
DB08918,DB01005,1
DB11059,DB00477,1
DB00262,DB00246,1
DB06283,DB09128,1
DB13508,DB01576,1
DB00779,DB00246,1
DB00801,DB08918,1
DB06700,DB09244,1
DB01238,DB04833,1
DB00285,DB00015,1
DB06594,DB06216,1
DB00370,DB13286,1
DB00458,DB00827,1
DB12704,DB00285,1
DB00656,DB00881,1
DB12649,DB00623,1
DB01068,DB09038,1
DB01068,DB01249,1
DB11979,DB00490,1
DB00610,DB00679,1
DB00628,DB00839,1
DB00829,DB06209,1
DB00628,DB01049,1
DB01174,DB12001,1
DB13956,DB00477,1
DB01224,DB09023,1
DB00726,DB08059,1
DB00471,DB00334,1
DB01100,DB01501,1
DB01255,DB11742,1
DB00321,DB11181,1
DB01267,DB13478,1
DB00573,DB00458,1
DB00829,DB04948,1
DB04908,DB00246,1
DB00726,DB01156,1
DB00422,DB01638,1
DB00422,DB11251,1
DB00475,DB01488,1
DB01247,DB03585,1
DB00196,DB01018,1
DB06216,DB01071,1
DB01106,DB01623,1
DB09128,DB14718,1
DB00246,DB01173,1
DB14185,DB01119,1
DB06077,DB00932,1
DB00715,DB00219,1
DB00656,DB00952,1
DB01550,DB00458,1
DB06016,DB00966,1
DB00529,DB00458,1
DB00344,DB01340,1
DB00734,DB04599,1
DB01255,DB13400,1
DB01175,DB01324,1
DB14185,DB13757,1
DB01174,DB01611,1
DB01333,DB00628,1
DB00476,DB00953,1
DB06216,DB09154,1
DB11094,DB00477,1
DB00246,DB00559,1
DB00728,DB08918,1
DB00543,DB06774,1
DB11622,DB00458,1
DB04889,DB00182,1
DB06700,DB01407,1
DB06216,DB13213,1
DB00344,DB06716,1
DB00408,DB13507,1
DB13648,DB14509,1
DB01623,DB09036,1
DB00321,DB00476,1
DB06016,DB09078,1
DB00555,DB13718,1
DB00555,DB08811,1
DB00555,DB01129,1
DB00543,DB00579,1
DB00543,DB09083,1
DB12576,DB00476,1
DB01018,DB01245,1
DB14185,DB00519,1
DB00721,DB00422,1
DB00479,DB01149,1
DB09183,DB00656,1
DB00555,DB11783,1
DB00543,DB13668,1
DB00715,DB09226,1
DB06684,DB01115,1
DB13559,DB00656,1
DB00363,DB00390,1
DB08861,DB00476,1
DB14723,DB00831,1
DB00548,DB01224,1
DB00404,DB00490,1
DB13878,DB00543,1
DB01037,DB04932,1
DB01242,DB00752,1
DB13954,DB00334,1
DB01156,DB12958,1
DB09068,DB13378,1
DB13955,DB00829,1
DB00543,DB09154,1
DB00656,DB04828,1
DB01028,DB01576,1
DB00850,DB00675,1
DB14504,DB00555,1
DB11632,DB01100,1
DB00628,DB13955,1
DB00422,DB01275,1
DB00313,DB04834,1
DB00404,DB00219,1
DB00490,DB14646,1
DB13099,DB00458,1
DB01151,DB11638,1
DB09068,DB04889,1
DB00334,DB04951,1
DB01238,DB11552,1
DB00628,DB13295,1
DB00344,DB04695,1
DB00321,DB01042,1
DB00555,DB00612,1
DB00285,DB01560,1
DB01618,DB13380,1
DB00313,DB00983,1
DB00228,DB01618,1
DB00726,DB00206,1
DB00734,DB09287,1
DB01238,DB09218,1
DB12313,DB06216,1
DB11408,DB14185,1
DB00704,DB09055,1
DB08918,DB09255,1
DB00344,DB13380,1
DB00091,DB00476,1
DB01224,DB01954,1
DB00321,DB00981,1
DB11785,DB00476,1
DB08918,DB00792,1
DB09243,DB00321,1
DB01623,DB13256,1
DB05154,DB06700,1
DB00476,DB00454,1
DB01623,DB05258,1
DB09198,DB08815,1
DB01238,DB08972,1
DB13251,DB00679,1
DB11447,DB01100,1
DB00532,DB14185,1
DB12229,DB08918,1
DB00734,DB01154,1
DB01018,DB09338,1
DB01018,DB13213,1
DB12364,DB00623,1
DB01149,DB01109,1
DB01068,DB00572,1
DB00785,DB01242,1
DB11919,DB00477,1
DB06700,DB11541,1
DB11568,DB00334,1
DB00540,DB00983,1
DB00832,DB00540,1
DB00726,DB00065,1
DB14185,DB00549,1
DB00370,DB13256,1
DB01238,DB00232,1
DB13295,DB14509,1
DB01622,DB00934,1
DB00831,DB09223,1
DB00341,DB00404,1
DB08899,DB14509,1
DB00215,DB06605,1
DB00404,DB06815,1
DB01250,DB00422,1
DB00726,DB01081,1
DB00404,DB09148,1
DB11718,DB00752,1
DB00458,DB00412,1
DB14043,DB01255,1
DB00176,DB05819,1
DB06712,DB01068,1
DB09128,DB08794,1
DB00344,DB00682,1
DB00289,DB00425,1
DB00679,DB00653,1
DB09100,DB01175,1
DB00404,DB13984,1
DB00014,DB00422,1
DB13407,DB00285,1
DB04820,DB01255,1
DB01037,DB00440,1
DB02852,DB00543,1
DB01224,DB00836,1
DB11400,DB00822,1
DB00404,DB00184,1
DB00182,DB01071,1
DB08918,DB09245,1
DB00321,DB01394,1
DB13520,DB00831,1
DB00831,DB09102,1
DB00344,DB01176,1
DB12942,DB00472,1
DB01623,DB01045,1
DB09244,DB00490,1
DB00628,DB01442,1
DB00734,DB00424,1
DB01238,DB13014,1
DB01623,DB13455,1
DB13707,DB00363,1
DB00819,DB01247,1
DB00228,DB00829,1
DB00285,DB07841,1
DB06458,DB00472,1
DB00482,DB00363,1
DB00475,DB00622,1
DB01238,DB00957,1
DB00934,DB00314,1
DB13791,DB01100,1
DB01618,DB14754,1
DB01576,DB00091,1
DB00370,DB00195,1
DB00370,DB00226,1
DB09235,DB00628,1
DB00404,DB08877,1
DB01501,DB06684,1
DB00422,DB13443,1
DB01174,DB00165,1
DB11824,DB01267,1
DB00346,DB06216,1
DB00821,DB06684,1
DB08954,DB01623,1
DB00497,DB01238,1
DB01098,DB01174,1
DB00321,DB08836,1
DB01069,DB01149,1
DB00458,DB01192,1
DB00334,DB05562,1
DB08918,DB01319,1
DB06684,DB01114,1
DB00313,DB00749,1
DB00182,DB00217,1
DB09204,DB06684,1
DB05372,DB01100,1
DB00313,DB01563,1
DB01018,DB08905,1
DB09062,DB01151,1
DB13956,DB00285,1
DB00423,DB06700,1
DB01238,DB09488,1
DB00822,DB00390,1
DB00543,DB01700,1
DB00704,DB06230,1
DB00472,DB00197,1
DB00898,DB00422,1
DB00477,DB09091,1
DB01244,DB01100,1
DB00752,DB00785,1
DB00371,DB01068,1
DB11957,DB00656,1
DB01224,DB11556,1
DB04829,DB00344,1
DB01151,DB04951,1
DB00540,DB00022,1
DB01618,DB12989,1
DB01208,DB01224,1
DB01576,DB01197,1
DB06237,DB00831,1
DB00433,DB00219,1
DB04834,DB14185,1
DB02224,DB14509,1
DB00934,DB09083,1
DB01416,DB00458,1
DB00543,DB00960,1
DB14043,DB00934,1
DB00458,DB11637,1
DB06148,DB00752,1
DB14060,DB00477,1
DB00490,DB08925,1
DB01156,DB09068,1
DB00844,DB01267,1
DB09027,DB01267,1
DB00430,DB00363,1
DB01174,DB04903,1
DB06700,DB09570,1
DB09048,DB01156,1
DB11568,DB06216,1
DB00704,DB00708,1
DB09213,DB00313,1
DB08980,DB00313,1
DB00321,DB00777,1
DB01037,DB00397,1
DB00472,DB13678,1
DB12338,DB01151,1
DB00656,DB14231,1
DB00285,DB00354,1
DB01174,DB06756,1
DB01149,DB09255,1
DB00313,DB00304,1
DB00850,DB11556,1
DB11273,DB01149,1
DB00734,DB00398,1
DB01267,DB09324,1
DB00555,DB00317,1
DB00433,DB13754,1
DB01119,DB00176,1
DB00555,DB06603,1
DB00543,DB00409,1
DB00920,DB00477,1
DB00835,DB00476,1
DB01100,DB11540,1
DB00951,DB01247,1
DB06702,DB00408,1
DB00321,DB14659,1
DB00679,DB00767,1
DB06077,DB01149,1
DB00490,DB05039,1
DB00836,DB01037,1
DB14509,DB15197,1
DB01339,DB00623,1
DB13234,DB14509,1
DB00555,DB09546,1
DB08953,DB09068,1
DB00313,DB01353,1
DB00822,DB12877,1
DB01037,DB13251,1
DB04946,DB01576,1
DB11723,DB00734,1
DB09269,DB00502,1
DB00540,DB12015,1
DB00490,DB00495,1
DB14506,DB14185,1
DB00370,DB01397,1
DB00935,DB01018,1
DB00529,DB00472,1
DB00465,DB00628,1
DB00422,DB00938,1
DB00752,DB01545,1
DB00472,DB12554,1
DB00321,DB12412,1
DB06077,DB06470,1
DB01156,DB01205,1
DB01149,DB12268,1
DB06697,DB00726,1
DB00321,DB02659,1
DB01018,DB11358,1
DB01167,DB01104,1
DB01483,DB01224,1
DB00730,DB09068,1
DB00379,DB00215,1
DB06267,DB00490,1
DB00244,DB01242,1
DB12221,DB06700,1
DB00934,DB01616,1
DB01242,DB12710,1
DB01118,DB01149,1
DB01174,DB11543,1
DB00555,DB01550,1
DB00623,DB08953,1
DB12492,DB00472,1
DB01171,DB01175,1
DB00334,DB11614,1
DB06737,DB00321,1
DB00604,DB00285,1
DB14185,DB01406,1
DB00472,DB14631,1
DB00850,DB01178,1
DB01576,DB09104,1
DB08907,DB14509,1
DB00313,DB00244,1
DB01104,DB09199,1
DB01042,DB01104,1
DB04690,DB01242,1
DB01306,DB00477,1
DB00445,DB00472,1
DB00176,DB09318,1
DB01242,DB06605,1
DB01326,DB14509,1
DB13505,DB00704,1
DB00557,DB00433,1
DB09068,DB01182,1
DB01224,DB00266,1
DB00490,DB13867,1
DB00475,DB00921,1
DB01100,DB00977,1
DB04861,DB06216,1
DB01397,DB06684,1
DB00433,DB00308,1
DB00338,DB00715,1
DB00321,DB05239,1
DB01576,DB00188,1
DB00433,DB00900,1
DB01174,DB11889,1
DB06262,DB00363,1
DB00263,DB00215,1
DB14185,DB00418,1
DB00540,DB06691,1
DB06077,DB06702,1
DB00477,DB00281,1
DB00674,DB01156,1
DB01151,DB13209,1
DB01174,DB04325,1
DB00715,DB00454,1
DB01068,DB13954,1
DB00344,DB00555,1
DB01566,DB00704,1
DB00759,DB00623,1
DB09270,DB00472,1
DB09128,DB00653,1
DB08922,DB00472,1
DB01234,DB00831,1
DB00903,DB00321,1
DB00413,DB01623,1
DB00999,DB01018,1
DB04552,DB00182,1
DB00313,DB01650,1
DB00788,DB01151,1
DB00408,DB05687,1
DB00656,DB00381,1
DB11481,DB01576,1
DB13414,DB01175,1
DB00829,DB15122,1
DB00404,DB00405,1
DB14517,DB00679,1
DB00851,DB00752,1
DB00476,DB01544,1
DB01267,DB00224,1
DB00433,DB00283,1
DB01587,DB01242,1
DB00938,DB00829,1
DB00543,DB00727,1
DB00752,DB07477,1
DB00280,DB06216,1
DB01100,DB12590,1
DB06655,DB06216,1
DB09068,DB05246,1
DB06479,DB00370,1
DB06016,DB13837,1
DB00726,DB00476,1
DB01200,DB01576,1
DB01623,DB09080,1
DB01018,DB01246,1
DB01238,DB00022,1
DB00247,DB00363,1
DB08952,DB06216,1
DB01238,DB13541,1
DB01601,DB00752,1
DB01367,DB00715,1
DB00715,DB08797,1
DB01010,DB08918,1
DB00476,DB01213,1
DB00623,DB00715,1
DB00285,DB13690,1
DB00321,DB09186,1
DB01104,DB13601,1
DB00598,DB00285,1
DB13559,DB00363,1
DB00628,DB06016,1
DB09570,DB01104,1
DB00246,DB08976,1
DB14509,DB06479,1
DB00695,DB09068,1
DB14185,DB09054,1
DB01576,DB08951,1
DB00359,DB01238,1
DB14185,DB02638,1
DB09068,DB00205,1
DB08918,DB00006,1
DB00472,DB11978,1
DB00656,DB11633,1
DB06267,DB01149,1
DB04729,DB01224,1
DB01238,DB00778,1
DB01224,DB00864,1
DB00475,DB06691,1
DB00408,DB09275,1
DB02546,DB14185,1
DB00182,DB09477,1
DB00344,DB00985,1
DB11943,DB01174,1
DB00363,DB04540,1
DB00488,DB01151,1
DB09128,DB13737,1
DB00321,DB04872,1
DB00433,DB04872,1
DB00475,DB04017,1
DB00829,DB01026,1
DB00285,DB01610,1
DB00321,DB00474,1
DB00490,DB13559,1
DB01068,DB01645,1
DB01068,DB01495,1
DB13232,DB00490,1
DB06700,DB06814,1
DB06506,DB00850,1
DB00246,DB13737,1
DB06287,DB00344,1
DB00458,DB08986,1
DB06216,DB05258,1
DB00227,DB00472,1
DB01159,DB06016,1
DB00816,DB01224,1
DB00555,DB00398,1
DB12710,DB00182,1
DB09195,DB06684,1
DB12474,DB00404,1
DB00422,DB14509,1
DB13324,DB14185,1
DB00344,DB11124,1
DB00704,DB13160,1
DB04830,DB00334,1
DB00182,DB04899,1
DB14043,DB06077,1
DB01224,DB12565,1
DB00490,DB01323,1
DB00476,DB06211,1
DB14185,DB04838,1
DB01174,DB00297,1
DB01018,DB13411,1
DB00363,DB09255,1
DB00555,DB00622,1
DB00344,DB00269,1
DB00945,DB00540,1
DB01001,DB01576,1
DB00285,DB11824,1
DB00794,DB00313,1
DB00344,DB06737,1
DB01100,DB06077,1
DB01156,DB06535,1
DB00500,DB01037,1
DB00933,DB01623,1
DB00850,DB01614,1
DB00475,DB00614,1
DB00182,DB00879,1
DB00344,DB01433,1
DB01399,DB00934,1
DB00704,DB04818,1
DB09128,DB08865,1
DB00752,DB06403,1
DB01238,DB12093,1
DB00801,DB00363,1
DB00477,DB09245,1
DB00734,DB13437,1
DB00440,DB01156,1
DB00422,DB00548,1
DB00334,DB11576,1
DB08918,DB00219,1
DB00696,DB00850,1
DB01591,DB01242,1
DB00404,DB01238,1
DB01037,DB00572,1
DB00934,DB11598,1
DB00502,DB01206,1
DB11541,DB01267,1
DB11742,DB00363,1
DB00404,DB06691,1
DB00665,DB01267,1
DB14066,DB00433,1
DB01068,DB01656,1
DB00679,DB13377,1
DB01037,DB13520,1
DB00490,DB12001,1
DB14094,DB01018,1
DB00333,DB00502,1
DB01156,DB00374,1
DB00819,DB01104,1
DB09128,DB14635,1
DB00303,DB09068,1
DB13649,DB00628,1
DB01018,DB09214,1
DB08918,DB04911,1
DB01058,DB00404,1
DB01238,DB00640,1
DB00490,DB06168,1
DB00752,DB00528,1
DB09054,DB00215,1
DB13501,DB01151,1
DB00404,DB00628,1
DB09244,DB01156,1
DB01104,DB00031,1
DB01576,DB00972,1
DB00344,DB01131,1
DB00934,DB13136,1
DB01242,DB01495,1
DB00843,DB14509,1
DB00371,DB01242,1
DB06016,DB11957,1
DB11520,DB01156,1
DB01068,DB01488,1
DB01095,DB00679,1
DB00363,DB13801,1
DB01576,DB00374,1
DB01156,DB06268,1
DB00674,DB00285,1
DB01242,DB00176,1
DB01174,DB09048,1
DB00540,DB00487,1
DB00543,DB08927,1
DB00543,DB14059,1
DB00502,DB02709,1
DB13592,DB01037,1
DB01115,DB00176,1
DB00726,DB12313,1
DB00313,DB09223,1
DB00477,DB14545,1
DB13682,DB00628,1
DB00996,DB01623,1
DB00715,DB08382,1
DB01336,DB09068,1
DB00477,DB00270,1
DB01576,DB00668,1
DB00734,DB00624,1
DB08815,DB01231,1
DB00246,DB14068,1
DB00774,DB01068,1
DB13274,DB00476,1
DB00475,DB14028,1
DB00321,DB00381,1
DB00433,DB04888,1
DB14063,DB00215,1
DB01174,DB01394,1
DB00321,DB01104,1
DB09000,DB00176,1
DB01224,DB13454,1
DB14185,DB12523,1
DB00967,DB01618,1
DB00490,DB06626,1
DB13606,DB01037,1
DB00752,DB13781,1
DB00321,DB00526,1
DB00854,DB01068,1
DB00321,DB01159,1
DB00543,DB00285,1
DB00490,DB14009,1
DB12670,DB00458,1
DB00476,DB00558,1
DB09001,DB00422,1
DB01174,DB14754,1
DB01224,DB09164,1
DB00404,DB12401,1
DB00697,DB00321,1
DB01354,DB01623,1
DB05077,DB01175,1
DB01238,DB01093,1
DB01156,DB09219,1
DB00047,DB01104,1
DB00176,DB11164,1
DB11609,DB00715,1
DB00476,DB04599,1
DB00477,DB01021,1
DB00679,DB06288,1
DB00379,DB00734,1
DB04872,DB06700,1
DB00555,DB06764,1
DB01175,DB14028,1
DB09488,DB01267,1
DB04356,DB00752,1
DB09077,DB00734,1
DB00300,DB01267,1
DB14009,DB00934,1
DB06764,DB06216,1
DB00313,DB11540,1
DB13443,DB00246,1
DB01037,DB00325,1
DB00313,DB00196,1
DB00182,DB00555,1
DB00476,DB00169,1
DB00182,DB06594,1
DB09078,DB00246,1
DB01100,DB06414,1
DB00344,DB01228,1
DB00404,DB00617,1
DB06016,DB13649,1
DB13253,DB01104,1
DB01454,DB00476,1
DB01576,DB14068,1
DB09212,DB00490,1
DB00438,DB00182,1
DB11130,DB00628,1
DB01353,DB00656,1
DB00697,DB01267,1
DB01400,DB00734,1
DB01242,DB00835,1
DB00562,DB00490,1
DB09199,DB09068,1
DB01224,DB11552,1
DB00408,DB00980,1
DB13821,DB00176,1
DB00555,DB00998,1
DB01254,DB00752,1
DB00502,DB09239,1
DB13070,DB06684,1
DB01242,DB06791,1
DB00490,DB11672,1
DB09204,DB00656,1
DB01623,DB04868,1
DB01224,DB13261,1
DB00558,DB00829,1
DB00370,DB12141,1
DB01189,DB00540,1
DB00831,DB01209,1
DB00556,DB01242,1
DB00334,DB00953,1
DB01174,DB11238,1
DB14715,DB01104,1
DB04626,DB00477,1
DB01174,DB06554,1
DB01408,DB06216,1
DB01537,DB00334,1
DB01171,DB00370,1
DB00404,DB06186,1
DB09472,DB00321,1
DB09068,DB13377,1
DB00490,DB06403,1
DB00540,DB07348,1
DB00829,DB00317,1
DB00850,DB01589,1
DB01264,DB00246,1
DB06802,DB01104,1
DB06216,DB14207,1
DB08918,DB14063,1
DB00533,DB00422,1
DB00656,DB13082,1
DB00476,DB13064,1
DB00483,DB06016,1
DB00370,DB00999,1
DB00182,DB09203,1
DB01267,DB14010,1
DB08918,DB06694,1
DB09246,DB00726,1
DB12617,DB00433,1
DB04690,DB00734,1
DB00715,DB00182,1
DB00614,DB01242,1
DB01037,DB13993,1
DB00182,DB14517,1
DB00531,DB06216,1
DB01104,DB00778,1
DB00477,DB13316,1
DB11995,DB00215,1
DB06016,DB11633,1
DB06697,DB01037,1
DB08059,DB08815,1
DB01247,DB01608,1
DB01224,DB00436,1
DB04938,DB00850,1
DB00515,DB00458,1
DB06684,DB09065,1
DB01175,DB00413,1
DB09068,DB11871,1
DB00540,DB00942,1
DB00285,DB01107,1
DB00819,DB09068,1
DB00211,DB09128,1
DB00344,DB01036,1
DB00405,DB01623,1
DB00370,DB08950,1
DB01565,DB08815,1
DB00334,DB01168,1
DB00540,DB08940,1
DB00477,DB02587,1
DB00458,DB00981,1
DB00734,DB09001,1
DB01037,DB09279,1
DB09456,DB01267,1
DB01104,DB00197,1
DB13270,DB00502,1
DB01359,DB00752,1
DB00278,DB01267,1
DB01175,DB00569,1
DB12015,DB00543,1
DB00866,DB00433,1
DB01104,DB11567,1
DB13541,DB00215,1
DB00680,DB01242,1
DB11903,DB00285,1
DB00017,DB00850,1
DB00363,DB06700,1
DB00537,DB00628,1
DB00246,DB13524,1
DB00476,DB00469,1
DB01104,DB09564,1
DB14065,DB14509,1
DB09128,DB11855,1
DB00726,DB00640,1
DB00313,DB06579,1
DB00458,DB00674,1
DB01158,DB01224,1
DB01267,DB13455,1
DB00333,DB01104,1
DB00628,DB08893,1
DB00761,DB01267,1
DB00768,DB01175,1
DB00321,DB00393,1
DB00458,DB00977,1
DB00669,DB00934,1
DB09198,DB01224,1
DB00850,DB13369,1
DB00175,DB01104,1
DB01037,DB01225,1
DB00543,DB05819,1
DB00726,DB01419,1
DB00726,DB00246,1
DB00656,DB12161,1
DB01224,DB13256,1
DB00768,DB00934,1
DB00734,DB13733,1
DB00313,DB12582,1
DB00215,DB14062,1
DB00656,DB02709,1
DB00458,DB09122,1
DB00404,DB00866,1
DB00423,DB00679,1
DB01238,DB13435,1
DB13629,DB00458,1
DB00389,DB00656,1
DB14527,DB00321,1
DB01018,DB09156,1
DB00422,DB00494,1
DB00850,DB02234,1
DB00285,DB00576,1
DB01248,DB01037,1
DB11827,DB00543,1
DB00850,DB00865,1
DB06155,DB00476,1
DB13708,DB00285,1
